# generated large mass-v fixture
# 501 velocity bins and 3 timesteps
# Chunk mass1ArealDensity mass2ArealDensity massArealDensity
100 501 0
1900 0.0058976782 0.0014803876 0.0073780659
1920 0.0056898894 0.0014553804 0.0071452698
1940 0.0054906441 0.0014315108 0.0069221549
1960 0.0052997623 0.0014087368 0.0067084991
1980 0.0051170561 0.0013870174 0.0065040735
2000 0.0049423304 0.0013663128 0.0063086432
2020 0.0047753843 0.0013465839 0.0061219682
2040 0.0046160117 0.0013277928 0.0059438045
2060 0.0044640022 0.0013099026 0.0057739048
2080 0.0043191422 0.0012928773 0.0056120196
2100 0.0041812153 0.0012766821 0.0054578974
2120 0.0040500032 0.001261283 0.0053112862
2140 0.0039252868 0.0012466471 0.0051719338
2160 0.0038068462 0.0012327424 0.0050395886
2180 0.0036944618 0.0012195381 0.0049139999
2200 0.0035879151 0.0012070041 0.0047949191
2220 0.0034869885 0.0011951114 0.0046820999
2240 0.0033914667 0.0011838321 0.0045752988
2260 0.0033011366 0.0011731389 0.0044742755
2280 0.003215788 0.0011630056 0.0043787936
2300 0.0031352138 0.0011534071 0.0042886209
2320 0.0030592106 0.0011443188 0.0042035294
2340 0.002987579 0.0011357173 0.0041232964
2360 0.0029201238 0.0011275799 0.0040477037
2380 0.0028566542 0.0011198848 0.003976539
2400 0.0027969841 0.001112611 0.0039095951
2420 0.0027409325 0.0011057383 0.0038466708
2440 0.0026883234 0.0010992472 0.0037875706
2460 0.0026389859 0.0010931192 0.003732105
2480 0.0025927545 0.0010873363 0.0036800908
2500 0.0025494692 0.0010818813 0.0036313505
2520 0.0025089752 0.0010767379 0.0035857132
2540 0.0024711236 0.0010718902 0.0035430138
2560 0.0024357706 0.0010673232 0.0035030937
2580 0.0024027781 0.0010630222 0.0034658003
2600 0.0023720134 0.0010589736 0.0034309871
2620 0.0023433494 0.0010551641 0.0033985135
2640 0.0023166641 0.0010515811 0.0033682452
2660 0.0022918409 0.0010482124 0.0033400533
2680 0.0022687686 0.0010450466 0.0033138151
2700 0.0022473407 0.0010420726 0.0032894133
2720 0.0022274561 0.0010392801 0.0032667361
2740 0.0022090184 0.0010366589 0.0032456773
2760 0.0021919359 0.0010341996 0.0032261355
2780 0.0021761216 0.0010318932 0.0032080149
2800 0.0021614932 0.001029731 0.0031912242
2820 0.0021479723 0.0010277049 0.0031756772
2840 0.0021354851 0.001025807 0.0031612921
2860 0.0021239618 0.00102403 0.0031479917
2880 0.0021133362 0.0010223668 0.003135703
2900 0.0021035463 0.0010208108 0.0031243571
2920 0.0020945333 0.0010193557 0.0031138891
2940 0.0020862423 0.0010179955 0.0031042379
2960 0.0020786214 0.0010167245 0.003095346
2980 0.002071622 0.0010155374 0.0030871593
3000 0.0020651983 0.001014429 0.0030796273
3020 0.0020593077 0.0010133946 0.0030727024
3040 0.0020539102 0.0010124297 0.0030663399
3060 0.0020489684 0.0010115298 0.0030604982
3080 0.0020444473 0.0010106911 0.0030551384
3100 0.0020403144 0.0010099096 0.0030502239
3120 0.0020365392 0.0010091817 0.0030457209
3140 0.0020330935 0.001008504 0.0030415976
3160 0.0020299511 0.0010078734 0.0030378244
3180 0.0020270873 0.0010072867 0.0030343741
3200 0.0020244796 0.0010067412 0.0030312209
3220 0.0020221069 0.0010062342 0.0030283411
3240 0.0020199497 0.0010057631 0.0030257128
3260 0.00201799 0.0010053256 0.0030233156
3280 0.002016211 0.0010049194 0.0030211304
3300 0.0020145973 0.0010045425 0.0030191398
3320 0.0020131347 0.0010041928 0.0030173275
3340 0.0020118101 0.0010038686 0.0030156787
3360 0.0020106113 0.0010035682 0.0030141795
3380 0.0020095274 0.0010032898 0.0030128171
3400 0.0020085479 0.0010030319 0.0030115798
3420 0.0020076636 0.0010027932 0.0030104568
3440 0.0020068658 0.0010025723 0.0030094381
3460 0.0020061466 0.001002368 0.0030085146
3480 0.0020054987 0.0010021791 0.0030076778
3500 0.0020049155 0.0010020045 0.00300692
3520 0.002004391 0.0010018432 0.0030062342
3540 0.0020039197 0.0010016942 0.0030056139
3560 0.0020034963 0.0010015567 0.003005053
3580 0.0020031165 0.0010014298 0.0030045463
3600 0.0020027759 0.0010013127 0.0030040886
3620 0.0020024707 0.0010012048 0.0030036755
3640 0.0020021975 0.0010011053 0.0030033028
3660 0.0020019531 0.0010010136 0.0030029667
3680 0.0020017346 0.0010009292 0.0030026638
3700 0.0020015394 0.0010008515 0.0030023909
3720 0.0020013652 0.00100078 0.0030021452
3740 0.0020012098 0.0010007143 0.0030019241
3760 0.0020010714 0.0010006538 0.0030017252
3780 0.0020009481 0.0010005982 0.0030015463
3800 0.0020008384 0.0010005471 0.0030013855
3820 0.0020007408 0.0010005002 0.003001241
3840 0.0020006541 0.0010004572 0.0030011113
3860 0.0020005772 0.0010004177 0.0030009948
3880 0.0020005089 0.0010003815 0.0030008903
3900 0.0020004484 0.0010003482 0.0030007966
3920 0.0020003947 0.0010003178 0.0030007125
3940 0.0020003473 0.0010002899 0.0030006372
3960 0.0020003053 0.0010002643 0.0030005697
3980 0.0020002682 0.0010002409 0.0030005092
4000 0.0020002355 0.0010002195 0.003000455
4020 0.0020002066 0.0010002 0.0030004065
4040 0.0020001811 0.0010001821 0.0030003631
4060 0.0020001586 0.0010001657 0.0030003243
4080 0.0020001388 0.0010001507 0.0030002896
4100 0.0020001214 0.0010001371 0.0030002585
4120 0.0020001062 0.0010001246 0.0030002308
4140 0.0020000927 0.0010001133 0.003000206
4160 0.0020000809 0.0010001029 0.0030001838
4180 0.0020000706 0.0010000934 0.003000164
4200 0.0020000615 0.0010000848 0.0030001463
4220 0.0020000536 0.0010000769 0.0030001305
4240 0.0020000466 0.0010000698 0.0030001164
4260 0.0020000405 0.0010000633 0.0030001038
4280 0.0020000352 0.0010000573 0.0030000926
4300 0.0020000306 0.001000052 0.0030000825
4320 0.0020000265 0.0010000471 0.0030000736
4340 0.002000023 0.0010000426 0.0030000656
4360 0.0020000199 0.0010000385 0.0030000585
4380 0.0020000173 0.0010000349 0.0030000521
4400 0.0020000149 0.0010000315 0.0030000465
4420 0.0020000129 0.0010000285 0.0030000414
4440 0.0020000112 0.0010000258 0.0030000369
4460 0.0020000096 0.0010000233 0.0030000329
4480 0.0020000083 0.001000021 0.0030000293
4500 0.0020000072 0.001000019 0.0030000261
4520 0.0020000062 0.0010000171 0.0030000233
4540 0.0020000053 0.0010000154 0.0030000207
4560 0.0020000046 0.0010000139 0.0030000185
4580 0.0020000039 0.0010000125 0.0030000165
4600 0.0020000034 0.0010000113 0.0030000147
4620 0.0020000029 0.0010000102 0.0030000131
4640 0.0020000025 0.0010000091 0.0030000116
4660 0.0020000021 0.0010000082 0.0030000104
4680 0.0020000018 0.0010000074 0.0030000092
4700 0.0020000016 0.0010000067 0.0030000082
4720 0.0020000013 0.001000006 0.0030000073
4740 0.0020000011 0.0010000054 0.0030000065
4760 0.002000001 0.0010000048 0.0030000058
4780 0.0020000008 0.0010000043 0.0030000052
4800 0.0020000007 0.0010000039 0.0030000046
4820 0.0020000006 0.0010000035 0.0030000041
4840 0.0020000005 0.0010000031 0.0030000036
4860 0.0020000004 0.0010000028 0.0030000032
4880 0.0020000004 0.0010000025 0.0030000029
4900 0.0020000003 0.0010000023 0.0030000026
4920 0.0020000003 0.001000002 0.0030000023
4940 0.0020000002 0.0010000018 0.003000002
4960 0.0020000002 0.0010000016 0.0030000018
4980 0.0020000002 0.0010000014 0.0030000016
5000 0.0020000001 0.0010000013 0.0030000014
200 501 0
-5000 0.002 0.0010027932 0.0030027932
-4980 0.002 0.0010030319 0.0030030319
-4960 0.002 0.0010032898 0.0030032898
-4940 0.002 0.0010035682 0.0030035682
-4920 0.002 0.0010038686 0.0030038686
-4900 0.002 0.0010041928 0.0030041928
-4880 0.002 0.0010045425 0.0030045425
-4860 0.002 0.0010049194 0.0030049194
-4840 0.002 0.0010053256 0.0030053256
-4820 0.002 0.0010057631 0.0030057631
-4800 0.002 0.0010062342 0.0030062342
-4780 0.002 0.0010067412 0.0030067412
-4760 0.002 0.0010072867 0.0030072867
-4740 0.002 0.0010078734 0.0030078734
-4720 0.002 0.001008504 0.003008504
-4700 0.002 0.0010091817 0.0030091817
-4680 0.002 0.0010099096 0.0030099096
-4660 0.002 0.0010106911 0.0030106911
-4640 0.002 0.0010115298 0.0030115298
-4620 0.002 0.0010124297 0.0030124297
-4600 0.002 0.0010133946 0.0030133946
-4580 0.002 0.001014429 0.003014429
-4560 0.002 0.0010155374 0.0030155374
-4540 0.002 0.0010167245 0.0030167245
-4520 0.002 0.0010179955 0.0030179955
-4500 0.002 0.0010193557 0.0030193557
-4480 0.002 0.0010208108 0.0030208108
-4460 0.002 0.0010223668 0.0030223668
-4440 0.002 0.00102403 0.00302403
-4420 0.002 0.001025807 0.003025807
-4400 0.002 0.0010277049 0.0030277049
-4380 0.002 0.001029731 0.003029731
-4360 0.002 0.0010318932 0.0030318932
-4340 0.002 0.0010341996 0.0030341996
-4320 0.002 0.0010366589 0.0030366589
-4300 0.002 0.0010392801 0.0030392801
-4280 0.002 0.0010420726 0.0030420726
-4260 0.002 0.0010450466 0.0030450466
-4240 0.002 0.0010482124 0.0030482124
-4220 0.002 0.0010515811 0.0030515811
-4200 0.002 0.0010551641 0.0030551641
-4180 0.002 0.0010589736 0.0030589736
-4160 0.002 0.0010630222 0.0030630222
-4140 0.002 0.0010673232 0.0030673232
-4120 0.002 0.0010718902 0.0030718902
-4100 0.002 0.0010767379 0.0030767379
-4080 0.002 0.0010818813 0.0030818814
-4060 0.002 0.0010873363 0.0030873363
-4040 0.002 0.0010931192 0.0030931192
-4020 0.002 0.0010992472 0.0030992472
-4000 0.002 0.0011057383 0.0031057383
-3980 0.002 0.001112611 0.003112611
-3960 0.0020000001 0.0011198848 0.0031198849
-3940 0.0020000001 0.0011275799 0.00312758
-3920 0.0020000001 0.0011357173 0.0031357174
-3900 0.0020000001 0.0011443188 0.0031443189
-3880 0.0020000001 0.0011534071 0.0031534072
-3860 0.0020000001 0.0011630056 0.0031630058
-3840 0.0020000002 0.0011731389 0.003173139
-3820 0.0020000002 0.0011838321 0.0031838322
-3800 0.0020000002 0.0011951114 0.0031951116
-3780 0.0020000002 0.0012070041 0.0032070043
-3760 0.0020000003 0.0012195381 0.0032195383
-3740 0.0020000003 0.0012327424 0.0032327427
-3720 0.0020000004 0.0012466471 0.0032466475
-3700 0.0020000005 0.001261283 0.0032612835
-3680 0.0020000006 0.0012766821 0.0032766827
-3660 0.0020000007 0.0012928773 0.003292878
-3640 0.0020000008 0.0013099026 0.0033099034
-3620 0.0020000009 0.0013277928 0.0033277937
-3600 0.0020000011 0.0013465839 0.0033465849
-3580 0.0020000012 0.0013663128 0.003366314
-3560 0.0020000014 0.0013870174 0.0033870189
-3540 0.0020000017 0.0014087368 0.0034087385
-3520 0.002000002 0.0014315108 0.0034315128
-3500 0.0020000023 0.0014553804 0.0034553827
-3480 0.0020000027 0.0014803876 0.0034803903
-3460 0.0020000031 0.0015065753 0.0035065785
-3440 0.0020000036 0.0015339874 0.003533991
-3420 0.0020000042 0.0015626686 0.0035626729
-3400 0.0020000049 0.0015926648 0.0035926698
-3380 0.0020000057 0.0016240227 0.0036240284
-3360 0.0020000067 0.0016567897 0.0036567964
-3340 0.0020000077 0.0016910143 0.003691022
-3320 0.002000009 0.0017267458 0.0037267547
-3300 0.0020000104 0.0017640341 0.0037640445
-3280 0.002000012 0.00180293 0.003802942
-3260 0.0020000139 0.0018434851 0.003843499
-3240 0.0020000161 0.0018857515 0.0038857676
-3220 0.0020000186 0.001929782 0.0039298005
-3200 0.0020000214 0.0019756299 0.0039756513
-3180 0.0020000247 0.0020233491 0.0040233738
-3160 0.0020000285 0.002072994 0.0040730225
-3140 0.0020000328 0.0021246192 0.0041246521
-3120 0.0020000378 0.0021782799 0.0041783177
-3100 0.0020000435 0.0022340314 0.0042340749
-3080 0.00200005 0.0022919291 0.0042919791
-3060 0.0020000574 0.0023520287 0.0043520861
-3040 0.0020000659 0.0024143859 0.0044144517
-3020 0.0020000756 0.0024790561 0.0044791316
