# generated large 1D fixture
# 401 bins and 3 timesteps
# Chunk Coord1 Ncount c_rho
100 401 6271
142 3.525 39 2.4135881
143 3.55 38 2.3871819
144 3.575 38 2.3596549
145 3.6 37 2.3310853
146 3.625 37 2.3015532
147 3.65 36 2.2711406
148 3.675 36 2.2399308
149 3.7 35 2.2080082
150 3.725 35 2.175458
151 3.75 34 2.1423659
152 3.775 33 2.1088176
153 3.8 33 2.0748989
154 3.825 32 2.0406948
155 3.85 32 2.0062898
156 3.875 31 1.9717671
157 3.9 30 1.9372086
158 3.925 30 1.9026947
159 3.95 29 1.8683036
160 3.975 29 1.8341115
161 4 28 1.800192
162 4.025 27 1.7666162
163 4.05 27 1.7334521
164 4.075 26 1.7007649
165 4.1 26 1.6686162
166 4.125 25 1.6370642
167 4.15 25 1.6061636
168 4.175 24 1.5759652
169 4.2 23 1.546516
170 4.225 23 1.517859
171 4.25 22 1.490033
172 4.275 22 1.4630729
173 4.3 22 1.4370091
174 4.325 21 1.4118679
175 4.35 21 1.3876716
176 4.375 20 1.3644379
177 4.4 20 1.3421805
178 4.425 19 1.3209089
179 4.45 19 1.3006285
180 4.475 19 1.2813407
181 4.5 18 1.2630428
182 4.525 18 1.2457284
183 4.55 18 1.2293875
184 4.575 17 1.2140061
185 4.6 17 1.1995673
186 4.625 17 1.1860505
187 4.65 17 1.1734321
188 4.675 16 1.1616856
189 4.7 16 1.1507818
190 4.725 16 1.1406889
191 4.75 16 1.1313726
192 4.775 16 1.1227967
193 4.8 16 1.1149229
194 4.825 15 1.1077113
195 4.85 15 1.1011204
196 4.875 15 1.0951076
197 4.9 15 1.0896289
198 4.925 15 1.08464
199 4.95 15 1.0800955
200 4.975 15 1.07595
201 5 15 1.0721577
202 5.025 14 1.068673
203 5.05 14 1.0654505
204 5.075 14 1.0624452
205 5.1 14 1.059613
206 5.125 14 1.0569105
207 5.15 14 1.0542954
208 5.175 14 1.0517265
209 5.2 14 1.0491642
210 5.225 14 1.0465704
211 5.25 14 1.0439086
212 5.275 14 1.0411442
213 5.3 14 1.0382447
214 5.325 13 1.0351795
215 5.35 13 1.0319204
216 5.375 13 1.0284412
217 5.4 13 1.0247184
218 5.425 13 1.0207308
219 5.45 13 1.0164597
220 5.475 13 1.011889
221 5.5 13 1.0070051
222 5.525 13 1.0017973
223 5.55 12 0.99625707
224 5.575 12 0.99037892
225 5.6 12 0.9841598
226 5.625 12 0.97759927
227 5.65 12 0.97069946
228 5.675 12 0.96346504
229 5.7 12 0.9559031
230 5.725 11 0.94802316
231 5.75 11 0.93983706
232 5.775 11 0.93135885
233 5.8 11 0.92260476
234 5.825 11 0.91359303
235 5.85 10 0.90434386
236 5.875 10 0.89487924
237 5.9 10 0.88522288
238 5.925 10 0.87540003
239 5.95 10 0.86543737
240 5.975 9 0.85536288
241 6 9 0.84520568
242 6.025 9 0.83499585
243 6.05 9 0.82476437
244 6.075 8 0.81454286
245 6.1 8 0.80436349
246 6.125 8 0.79425881
247 6.15 8 0.78426158
248 6.175 8 0.77440463
249 6.2 7 0.76472067
250 6.225 7 0.75524219
251 6.25 7 0.74600126
252 6.275 7 0.73702939
253 6.3 7 0.72835739
254 6.325 6 0.72001523
255 6.35 6 0.71203189
256 6.375 6 0.70443524
257 6.4 6 0.69725188
258 6.425 6 0.69050706
259 6.45 6 0.68422453
260 6.475 6 0.67842643
261 6.5 6 0.67313323
262 6.525 5 0.66836357
263 6.55 5 0.66413422
264 6.575 5 0.66045999
265 6.6 5 0.65735365
266 6.625 5 0.65482587
267 6.65 5 0.65288518
268 6.675 5 0.65153791
269 6.7 5 0.65078816
270 6.725 5 0.65063779
271 6.75 5 0.65108638
272 6.775 5 0.65213125
273 6.8 5 0.65376742
274 6.825 5 0.65598769
275 6.85 5 0.65878259
276 6.875 5 0.66214048
277 6.9 5 0.66604752
278 6.925 5 0.67048779
279 6.95 6 0.67544328
280 6.975 6 0.68089403
281 7 6 0.68681814
282 7.025 6 0.69319188
283 7.05 6 0.69998979
284 7.075 6 0.70718477
285 7.1 6 0.71474815
286 7.125 6 0.72264987
287 7.15 7 0.73085853
288 7.175 7 0.73934157
289 7.2 7 0.74806533
290 7.225 7 0.75699524
291 7.25 7 0.76609592
292 7.275 8 0.77533135
293 7.3 8 0.78466496
294 7.325 8 0.79405983
295 7.35 8 0.80347879
296 7.375 8 0.8128846
297 7.4 8 0.82224008
298 7.425 9 0.83150823
299 7.45 9 0.84065243
300 7.475 9 0.84963655
301 7.5 9 0.85842509
302 7.525 9 0.86698332
303 7.55 10 0.87527744
304 7.575 10 0.88327468
305 7.6 10 0.89094346
306 7.625 10 0.89825349
307 7.65 10 0.9051759
308 7.675 10 0.91168336
309 7.7 10 0.91775016
310 7.725 10 0.92335235
311 7.75 11 0.92846781
312 7.775 11 0.93307634
313 7.8 11 0.93715974
314 7.825 11 0.94070189
315 7.85 11 0.9436888
316 7.875 11 0.94610868
317 7.9 11 0.94795198
318 7.925 11 0.9492114
319 7.95 11 0.94988199
320 7.975 11 0.94996108
321 8 11 0.94944836
322 8.025 11 0.94834586
323 8.05 11 0.94665792
324 8.075 11 0.9443912
325 8.1 11 0.94155465
326 8.125 11 0.93815946
327 8.15 11 0.93421902
328 8.175 11 0.92974889
329 8.2 10 0.9247667
330 8.225 10 0.91929213
331 8.25 10 0.91334676
332 8.275 10 0.90695408
333 8.3 10 0.9001393
334 8.325 10 0.89292931
335 8.35 10 0.88535258
336 8.375 10 0.87743901
337 8.4 9 0.86921982
338 8.425 9 0.86072745
339 8.45 9 0.85199542
340 8.475 9 0.84305819
341 8.5 9 0.83395103
342 8.525 8 0.82470988
343 8.55 8 0.81537121
344 8.575 8 0.80597188
345 8.6 8 0.79654899
346 8.625 8 0.78713971
347 8.65 8 0.77778119
348 8.675 7 0.76851035
349 8.7 7 0.75936379
350 8.725 7 0.7503776
351 8.75 7 0.74158725
352 8.775 7 0.73302743
353 8.8 6 0.72473192
354 8.825 6 0.71673346
355 8.85 6 0.70906361
356 8.875 6 0.70175265
357 8.9 6 0.69482942
358 8.925 6 0.68832126
359 8.95 6 0.68225384
360 8.975 6 0.67665111
361 9 5 0.67153518
362 9.025 5 0.66692625
363 9.05 5 0.66284249
364 9.075 5 0.65930004
365 9.1 5 0.65631286
366 9.125 5 0.65389275
367 9.15 5 0.65204926
368 9.175 5 0.65078966
369 9.2 5 0.65011892
370 9.225 5 0.6500397
371 9.25 5 0.65055231
372 9.275 5 0.65165471
373 9.3 5 0.65334257
374 9.325 5 0.65560922
375 9.35 5 0.65844571
376 9.375 5 0.66184085
377 9.4 5 0.66578124
378 9.425 5 0.67025134
379 9.45 6 0.67523349
380 9.475 6 0.68070804
381 9.5 6 0.68665337
382 9.525 6 0.69304604
383 9.55 6 0.6998608
384 9.575 6 0.70707077
385 9.6 6 0.71464749
386 9.625 6 0.72256105
387 9.65 7 0.73078024
388 9.675 7 0.73927259
389 9.7 7 0.74800462
390 9.725 7 0.75694184
391 9.75 7 0.766049
392 9.775 8 0.77529014
393 9.8 8 0.78462881
394 9.825 8 0.79402813
395 9.85 8 0.80345103
396 9.875 8 0.8128603
397 9.9 8 0.82221882
398 9.925 9 0.83148966
399 9.95 9 0.84063622
400 9.975 9 0.8496224
401 10 9 0.85841275
200 401 6274
1 0 10 0.90766413
2 0.025 10 0.91402204
3 0.05 10 0.9199313
4 0.075 11 0.92536875
5 0.1 11 0.9303131
6 0.125 11 0.93474505
7 0.15 11 0.93864734
8 0.175 11 0.94200482
9 0.2 11 0.94480451
10 0.225 11 0.94703568
11 0.25 11 0.94868988
12 0.275 11 0.94976094
13 0.3 11 0.95024507
14 0.325 11 0.95014083
15 0.35 11 0.94944914
16 0.375 11 0.94817331
17 0.4 11 0.94631898
18 0.425 11 0.94389419
19 0.45 11 0.94090924
20 0.475 11 0.93737677
21 0.5 11 0.93331164
22 0.525 11 0.92873089
23 0.55 11 0.92365371
24 0.575 10 0.91810135
25 0.6 10 0.91209706
26 0.625 10 0.90566596
27 0.65 10 0.89883504
28 0.675 10 0.89163299
29 0.7 10 0.8840901
30 0.725 10 0.8762382
31 0.75 9 0.86811052
32 0.775 9 0.85974157
33 0.8 9 0.85116702
34 0.825 9 0.84242356
35 0.85 9 0.83354883
36 0.875 9 0.82458121
37 0.9 8 0.81555973
38 0.925 8 0.80652395
39 0.95 8 0.79751378
40 0.975 8 0.78856938
41 1 8 0.77973099
42 1.025 8 0.77103884
43 1.05 7 0.76253297
44 1.075 7 0.75425313
45 1.1 7 0.74623862
46 1.125 7 0.7385282
47 1.15 7 0.73115991
48 1.175 7 0.72417101
49 1.2 7 0.71759782
50 1.225 6 0.71147563
51 1.25 6 0.70583858
52 1.275 6 0.70071956
53 1.3 6 0.69615011
54 1.325 6 0.69216036
55 1.35 6 0.68877891
56 1.375 6 0.68603274
57 1.4 6 0.68394721
58 1.425 6 0.68254592
59 1.45 6 0.68185069
60 1.475 6 0.68188151
61 1.5 6 0.68265651
62 1.525 6 0.68419188
63 1.55 6 0.68650191
64 1.575 6 0.68959891
65 1.6 6 0.69349325
66 1.625 6 0.6981933
67 1.65 7 0.70370551
68 1.675 7 0.71003432
69 1.7 7 0.71718228
70 1.725 7 0.72515
71 1.75 7 0.73393622
72 1.775 8 0.74353782
73 1.8 8 0.75394988
74 1.825 8 0.76516572
75 1.85 8 0.77717696
76 1.875 9 0.78997356
77 1.9 9 0.80354389
78 1.925 9 0.81787481
79 1.95 10 0.83295172
80 1.975 10 0.84875862
81 2 10 0.86527822
82 2.025 11 0.88249199
83 2.05 11 0.90038024
84 2.075 11 0.9189222
85 2.1 12 0.9380961
86 2.125 12 0.95787925
87 2.15 13 0.97824812
88 2.175 13 0.99917843
89 2.2 14 1.0206452
90 2.225 14 1.0426228
91 2.25 14 1.0650852
92 2.275 15 1.0880058
93 2.3 15 1.1113576
94 2.325 16 1.1351133
95 2.35 16 1.1592453
96 2.375 17 1.183726
97 2.4 17 1.2085274
98 2.425 18 1.2336215
99 2.45 18 1.2589805
100 2.475 19 1.2845761
101 2.5 19 1.3103806
102 2.525 20 1.3363661
103 2.55 20 1.3625048
104 2.575 21 1.3887693
105 2.6 22 1.4151322
106 2.625 22 1.4415664
107 2.65 23 1.468045
108 2.675 23 1.4945414
109 2.7 24 1.5210292
110 2.725 24 1.5474823
111 2.75 25 1.5738751
112 2.775 25 1.6001821
113 2.8 26 1.6263781
114 2.825 26 1.6524382
115 2.85 26 1.6783381
116 2.875 27 1.7040535
117 2.9 27 1.7295606
118 2.925 28 1.7548358
119 2.95 28 1.7798559
120 2.975 29 1.804598
121 3 29 1.8290395
122 3.025 30 1.8531582
123 3.05 30 1.8769321
124 3.075 30 1.9003397
125 3.1 31 1.9233596
126 3.125 31 1.9459709
127 3.15 31 1.968153
128 3.175 32 1.9898856
129 3.2 32 2.0111488
130 3.225 33 2.0319232
131 3.25 33 2.0521896
132 3.275 33 2.0719292
133 3.3 33 2.0911238
134 3.325 34 2.1097554
135 3.35 34 2.1278067
136 3.375 34 2.1452608
137 3.4 35 2.1621012
138 3.425 35 2.1783122
139 3.45 35 2.1938784
140 3.475 35 2.2087852
141 3.5 35 2.2230185
142 3.525 36 2.236565
143 3.55 36 2.249412
144 3.575 36 2.2615475
145 3.6 36 2.2729604
146 3.625 36 2.2836402
147 3.65 36 2.2935774
148 3.675 36 2.3027632
149 3.7 37 2.3111899
150 3.725 37 2.3188503
151 3.75 37 2.3257386
152 3.775 37 2.3318497
153 3.8 37 2.3371793
154 3.825 37 2.3417245
155 3.85 37 2.345483
156 3.875 37 2.3484537
157 3.9 37 2.3506364
158 3.925 37 2.352032
159 3.95 37 2.3526424
160 3.975 37 2.3524705
161 4 37 2.3515199
162 4.025 37 2.3497956
163 4.05 37 2.3473034
164 4.075 37 2.3440498
165 4.1 37 2.3400425
166 4.125 37 2.3352899
167 4.15 37 2.3298013
168 4.175 37 2.3235868
169 4.2 36 2.3166572
170 4.225 36 2.3090241
171 4.25 36 2.3006996
172 4.275 36 2.2916968
173 4.3 36 2.2820289
174 4.325 36 2.27171
175 4.35 36 2.2607544
176 4.375 36 2.249177
177 4.4 35 2.236993
178 4.425 35 2.2242179
179 4.45 35 2.2108674
180 4.475 35 2.1969576
181 4.5 35 2.1825046
182 4.525 34 2.1675247
183 4.55 34 2.1520341
184 4.575 34 2.1360492
185 4.6 34 2.1195864
186 4.625 33 2.1026619
187 4.65 33 2.0852919
188 4.675 33 2.0674924
189 4.7 33 2.0492794
190 4.725 32 2.0306687
191 4.75 32 2.0116757
192 4.775 32 1.9923158
193 4.8 31 1.9726042
194 4.825 31 1.9525559
195 4.85 31 1.9321855
196 4.875 30 1.9115077
197 4.9 30 1.8905366
198 4.925 30 1.8692864
199 4.95 29 1.8477712
200 4.975 29 1.8260047
201 5 29 1.8040005
202 5.025 28 1.7817724
203 5.05 28 1.7593337
204 5.075 27 1.7366981
205 5.1 27 1.7138789
206 5.125 27 1.6908898
207 5.15 26 1.6677442
208 5.175 26 1.644456
209 5.2 25 1.621039
210 5.225 25 1.5975073
211 5.25 25 1.5738751
212 5.275 24 1.5501571
213 5.3 24 1.5263682
214 5.325 23 1.5025236
215 5.35 23 1.4786389
216 5.375 22 1.4547302
217 5.4 22 1.4308139
218 5.425 21 1.4069071
219 5.45 21 1.383027
220 5.475 20 1.3591917
221 5.5 20 1.3354196
222 5.525 19 1.3117297
223 5.55 19 1.2881414
224 5.575 19 1.2646748
225 5.6 18 1.2413504
226 5.625 18 1.2181892
227 5.65 17 1.1952127
228 5.675 17 1.1724429
229 5.7 16 1.1499022
230 5.725 16 1.1276132
231 5.75 15 1.1055992
232 5.775 15 1.0838834
233 5.8 14 1.0624895
234 5.825 14 1.0414414
235 5.85 14 1.0207629
236 5.875 13 1.0004781
237 5.9 13 0.98061091
238 5.925 12 0.96118517
239 5.95 12 0.94222457
240 5.975 11 0.92375254
241 6 11 0.90579216
242 6.025 11 0.88836605
243 6.05 10 0.87149633
244 6.075 10 0.85520449
245 6.1 10 0.83951131
246 6.125 9 0.82443677
247 6.15 9 0.80999995
248 6.175 9 0.79621896
249 6.2 8 0.78311081
250 6.225 8 0.77069136
251 6.25 8 0.75897521
252 6.275 8 0.74797562
253 6.3 7 0.73770444
254 6.325 7 0.72817204
255 6.35 7 0.7193872
256 6.375 7 0.71135708
257 6.4 7 0.70408716
258 6.425 6 0.69758115
259 6.45 6 0.69184096
260 6.475 6 0.68686669
261 6.5 6 0.68265651
262 6.525 6 0.67920671
263 6.55 6 0.67651163
264 6.575 6 0.67456368
265 6.6 6 0.6733533
266 6.625 6 0.67286897
267 6.65 6 0.67309722
268 6.675 6 0.67402265
269 6.7 6 0.67562795
270 6.725 6 0.67789394
271 6.75 6 0.68079959
272 6.775 6 0.68432209
273 6.8 6 0.68843689
274 6.825 6 0.69311777
275 6.85 6 0.69833691
276 6.875 6 0.70406499
277 6.9 6 0.71027121
278 6.925 6 0.71692345
279 6.95 7 0.72398836
280 6.975 7 0.73143141
281 7 7 0.73921705
282 7.025 7 0.74730883
283 7.05 7 0.75566945
284 7.075 7 0.76426099
285 7.1 8 0.77304492
286 7.125 8 0.78198234
287 7.15 8 0.79103402
288 7.175 8 0.8001606
289 7.2 8 0.80932269
290 7.225 8 0.81848102
291 7.25 9 0.82759659
292 7.275 9 0.83663077
293 7.3 9 0.84554549
294 7.325 9 0.85430331
295 7.35 9 0.86286763
296 7.375 9 0.87120275
297 7.4 10 0.87927406
298 7.425 10 0.88704811
299 7.45 10 0.89449278
300 7.475 10 0.90157735
301 7.5 10 0.90827265
302 7.525 10 0.91455116
303 7.55 10 0.92038708
304 7.575 11 0.92575647
305 7.6 11 0.93063729
306 7.625 11 0.93500953
307 7.65 11 0.93885523
308 7.675 11 0.9421586
309 7.7 11 0.94490602
310 7.725 11 0.94708614
311 7.75 11 0.94868988
312 7.775 11 0.94971049
313 7.8 11 0.95014357
314 7.825 11 0.94998705
315 7.85 11 0.94924125
316 7.875 11 0.94790883
317 7.9 11 0.94599479
318 7.925 11 0.94350646
319 7.95 11 0.94045347
320 7.975 11 0.93684766
321 8 11 0.93270311
322 8.025 11 0.92803603
323 8.05 10 0.92286471
324 8.075 10 0.91720943
325 8.1 10 0.91109241
326 8.125 10 0.9045377
327 8.15 10 0.89757108
328 8.175 10 0.89021996
329 8.2 10 0.8825133
330 8.225 9 0.87448145
331 8.25 9 0.86615605
332 8.275 9 0.85756992
333 8.3 9 0.84875689
334 8.325 9 0.83975172
335 8.35 9 0.8305899
336 8.375 8 0.82130757
337 8.4 8 0.81194133
338 8.425 8 0.80252813
339 8.45 8 0.7931051
340 8.475 8 0.7837094
341 8.5 7 0.7743781
342 8.525 7 0.76514801
343 8.55 7 0.75605556
344 8.575 7 0.7471366
345 8.6 7 0.73842634
346 8.625 7 0.72995913
347 8.65 6 0.72176839
348 8.675 6 0.71388644
349 8.7 6 0.70634438
350 8.725 6 0.69917196
351 8.75 6 0.6923975
352 8.775 6 0.68604771
353 8.8 6 0.68014767
354 8.825 5 0.67472064
355 8.85 5 0.66978805
356 8.875 5 0.66536936
357 8.9 5 0.66148201
358 8.925 5 0.65814134
359 8.95 5 0.65536052
360 8.975 5 0.65315054
361 9 5 0.65152011
362 9.025 5 0.65047567
363 9.05 5 0.65002134
364 9.075 5 0.65015891
365 9.1 5 0.65088784
366 9.125 5 0.65220525
367 9.15 5 0.65410594
368 9.175 5 0.65658241
369 9.2 5 0.65962488
370 9.225 5 0.66322136
371 9.25 5 0.66735764
372 9.275 5 0.67201739
373 9.3 6 0.67718224
374 9.325 6 0.68283179
375 9.35 6 0.68894376
376 9.375 6 0.69549401
377 9.4 6 0.7024567
378 9.425 6 0.70980435
379 9.45 6 0.71750796
380 9.475 7 0.72553713
381 9.5 7 0.73386017
382 9.525 7 0.74244424
383 9.55 7 0.75125545
384 9.575 7 0.76025903
385 9.6 7 0.76941946
386 9.625 8 0.77870057
387 9.65 8 0.78806574
388 9.675 8 0.79747801
389 9.7 8 0.80690023
390 9.725 8 0.81629522
391 9.75 9 0.8256259
392 9.775 9 0.83485545
393 9.8 9 0.84394744
394 9.825 9 0.85286599
395 9.85 9 0.8615759
396 9.875 9 0.8700428
397 9.9 10 0.87823327
398 9.925 10 0.88611499
399 9.95 10 0.89365685
400 9.975 10 0.9008291
401 10 10 0.90760341
300 401 6267
1 0 11 0.93980653
2 0.025 11 0.94294366
3 0.05 11 0.94551668
4 0.075 11 0.94751544
5 0.1 11 0.94893204
6 0.125 11 0.94976091
7 0.15 11 0.94999878
8 0.175 11 0.94964472
9 0.2 11 0.94870012
10 0.225 11 0.94716873
11 0.25 11 0.94505659
12 0.275 11 0.94237206
13 0.3 11 0.93912573
14 0.325 11 0.93533043
15 0.35 11 0.93100115
16 0.375 11 0.926155
17 0.4 10 0.92081111
18 0.425 10 0.9149906
19 0.45 10 0.90871646
20 0.475 10 0.90201347
21 0.5 10 0.89490813
22 0.525 10 0.8874285
23 0.55 10 0.87960414
24 0.575 9 0.87146596
25 0.6 9 0.86304615
26 0.625 9 0.85437796
27 0.65 9 0.84549569
28 0.675 9 0.83643444
29 0.7 9 0.82723006
30 0.725 8 0.81791894
31 0.75 8 0.80853794
32 0.775 8 0.79912418
33 0.8 8 0.78971494
34 0.825 8 0.78034746
35 0.85 7 0.77105889
36 0.875 7 0.76188603
37 0.9 7 0.75286527
38 0.925 7 0.74403241
39 0.95 7 0.73542255
40 0.975 7 0.7270699
41 1 6 0.71900773
42 1.025 6 0.71126815
43 1.05 6 0.70388206
44 1.075 6 0.69687899
45 1.1 6 0.69028699
46 1.125 6 0.68413256
47 1.15 6 0.67844049
48 1.175 5 0.67323381
49 1.2 5 0.66853372
50 1.225 5 0.66435944
51 1.25 5 0.66072821
52 1.275 5 0.65765521
53 1.3 5 0.65515347
54 1.325 5 0.65323387
55 1.35 5 0.65190511
56 1.375 5 0.65117364
57 1.4 5 0.65104367
58 1.425 5 0.65151717
59 1.45 5 0.65259384
60 1.475 5 0.65427118
61 1.5 5 0.65654445
62 1.525 5 0.65940673
63 1.55 5 0.66284896
64 1.575 5 0.66685999
65 1.6 5 0.67142663
66 1.625 6 0.67653373
67 1.65 6 0.68216424
68 1.675 6 0.68829931
69 1.7 6 0.69491836
70 1.725 6 0.70199923
71 1.75 6 0.70951822
72 1.775 6 0.71745025
73 1.8 7 0.72576897
74 1.825 7 0.7344469
75 1.85 7 0.74345552
76 1.875 7 0.75276545
77 1.9 7 0.76234659
78 1.925 8 0.77216825
79 1.95 8 0.78219927
80 1.975 8 0.79240826
81 2 8 0.80276366
82 2.025 8 0.81323394
83 2.05 9 0.82378777
84 2.075 9 0.83439414
85 2.1 9 0.84502253
86 2.125 9 0.85564309
87 2.15 10 0.86622674
88 2.175 10 0.87674539
89 2.2 10 0.88717201
90 2.225 10 0.89748083
91 2.25 11 0.90764747
92 2.275 11 0.91764904
93 2.3 11 0.92746432
94 2.325 11 0.93707383
95 2.35 11 0.94645999
96 2.375 12 0.95560719
97 2.4 12 0.96450191
98 2.425 12 0.9731328
99 2.45 12 0.98149077
100 2.475 12 0.98956907
101 2.5 13 0.99736331
102 2.525 13 1.0048716
103 2.55 13 1.0120944
104 2.575 13 1.0190348
105 2.6 13 1.0256985
106 2.625 13 1.0320934
107 2.65 14 1.0382303
108 2.675 14 1.0441224
109 2.7 14 1.0497851
110 2.725 14 1.0552366
111 2.75 14 1.0604974
112 2.775 14 1.0655901
113 2.8 14 1.0705398
114 2.825 14 1.0753736
115 2.85 15 1.0801206
116 2.875 15 1.084812
117 2.9 15 1.0894807
118 2.925 15 1.0941611
119 2.95 15 1.0988895
120 2.975 15 1.1037031
121 3 15 1.1086408
122 3.025 15 1.113742
123 3.05 16 1.1190472
124 3.075 16 1.1245977
125 3.1 16 1.130435
126 3.125 16 1.1366009
127 3.15 16 1.1431373
128 3.175 16 1.1500859
129 3.2 16 1.157488
130 3.225 17 1.1653843
131 3.25 17 1.1738146
132 3.275 17 1.1828178
133 3.3 17 1.1924314
134 3.325 17 1.2026915
135 3.35 18 1.2136324
136 3.375 18 1.2252866
137 3.4 18 1.2376844
138 3.425 18 1.2508538
139 3.45 18 1.2648202
140 3.475 19 1.2796065
141 3.5 19 1.2952324
142 3.525 19 1.3117148
143 3.55 20 1.3290673
144 3.575 20 1.3473001
145 3.6 20 1.36642
146 3.625 21 1.38643
147 3.65 21 1.4073295
148 3.675 21 1.4291141
149 3.7 22 1.4517754
150 3.725 22 1.4753011
151 3.75 23 1.4996749
152 3.775 23 1.5248764
153 3.8 24 1.5508813
154 3.825 24 1.5776612
155 3.85 25 1.6051835
156 3.875 25 1.633412
157 3.9 26 1.6623062
158 3.925 26 1.6918221
159 3.95 27 1.7219118
160 3.975 27 1.7525238
161 4 28 1.7836032
162 4.025 28 1.8150918
163 4.05 29 1.846928
164 4.075 29 1.8790476
165 4.1 30 1.9113834
166 4.125 30 1.9438656
167 4.15 31 1.9764221
168 4.175 32 2.0089789
169 4.2 32 2.0414598
170 4.225 33 2.0737875
171 4.25 33 2.1058828
172 4.275 34 2.1376661
173 4.3 34 2.1690565
174 4.325 35 2.1999731
175 4.35 35 2.2303346
176 4.375 36 2.2600599
177 4.4 36 2.2890684
178 4.425 37 2.3172803
179 4.45 37 2.3446168
180 4.475 38 2.3710005
181 4.5 38 2.3963557
182 4.525 39 2.4206086
183 4.55 39 2.4436878
184 4.575 40 2.4655242
185 4.6 40 2.4860517
186 4.625 40 2.5052072
187 4.65 41 2.5229308
188 4.675 41 2.5391663
189 4.7 41 2.5538612
190 4.725 41 2.5669669
191 4.75 42 2.5784392
192 4.775 42 2.588238
193 4.8 42 2.5963277
194 4.825 42 2.6026776
195 4.85 42 2.6072615
196 4.875 42 2.6100581
197 4.9 42 2.6110511
